ID,sex,owngun,race,marital,relig,attend3,partyid,degree,cappun,homosex2,premarsx2,grass,gunlaw,vote08,divlaw,getahead,natroad,natsci,eqwlth,age
1946,1,1,1,3,1,1,7,2,1,1,,2,1,1,,1,1,2,1,50
1686,2,1,1,1,2,2,5,2,2,0,,2,2,1,,1,3,2,4,58
1752,2,,1,3,1,1,4,2,1,,1,1,,2,,,2,1,5,46
368,1,2,1,1,2,1,4,1,1,0,,1,1,,,1,1,2,4,35
1744,1,1,1,1,11,2,7,2,1,1,0,,2,2,2,1,2,1,,41
59,2,2,3,5,11,1,1,1,2,1,,1,1,1,,1,2,2,3,81
1189,2,2,1,1,1,1,7,2,2,1,0,,1,1,3,1,2,3,,38
911,1,2,2,1,4,1,3,1,1,1,0,,1,2,1,1,1,2,,40
773,2,2,1,1,2,1,3,1,2,0,0,,1,,1,2,2,3,,43
1817,2,2,1,2,1,3,7,2,1,1,,2,2,2,,1,1,3,2,59
950,2,2,1,1,1,3,3,2,1,1,0,,1,2,1,1,2,1,,31
199,1,2,3,5,11,3,2,2,2,1,0,,1,,1,1,2,1,,18
1927,1,1,1,3,2,1,6,2,1,0,1,,1,1,1,1,1,1,,56
730,2,,1,1,1,3,2,2,1,,0,2,,1,,,1,2,6,76
1602,2,,1,3,1,1,4,2,1,,1,1,,,3,,1,1,1,75
1523,2,2,1,1,2,1,4,2,1,1,0,,1,2,3,1,1,2,,56
17,1,,1,1,2,3,6,2,1,,0,2,,,2,,1,,4,36
1655,1,1,1,2,1,1,2,1,1,1,,2,2,2,,2,,1,4,80
1806,2,,1,1,2,1,2,2,2,,0,2,,2,2,,1,2,1,72
1423,1,2,1,5,1,1,4,2,1,0,,,1,1,1,1,1,2,,60
857,1,,1,5,4,1,6,1,1,,1,2,,,1,,2,3,4,19
958,1,2,1,1,1,3,7,2,1,1,,2,1,1,,1,1,2,7,65
1518,1,2,1,1,1,1,4,2,1,1,,1,1,1,,1,1,1,3,67
475,1,2,2,5,1,1,4,2,,1,,1,1,2,,1,1,2,1,58
390,2,2,2,5,1,2,2,2,1,0,,1,1,,,1,2,2,3,19
1292,2,2,1,5,1,1,4,1,1,1,,1,1,2,,1,1,1,4,29
1417,1,2,1,1,11,3,,2,1,0,,1,1,1,,1,1,2,7,55
923,1,,1,1,4,1,4,2,1,,1,2,,2,3,,1,1,1,28
1260,1,,1,1,1,1,4,1,1,,1,1,,2,1,,3,3,1,38
1654,1,1,1,2,2,1,5,2,1,1,1,,2,1,1,2,1,2,,72
619,2,2,1,5,1,2,6,2,1,1,,2,1,2,,2,2,,7,
223,1,2,3,5,4,1,4,1,2,1,,1,2,,,1,2,1,7,18
1679,2,,1,5,3,2,1,1,2,,1,1,,,2,,1,1,2,18
816,1,1,1,1,2,1,7,2,1,1,1,,1,1,3,1,1,2,,48
212,1,2,3,5,1,1,1,2,2,0,,2,1,2,,1,2,2,4,27
688,1,,1,1,1,1,4,1,2,,0,2,,2,1,,3,2,4,30
433,2,,2,3,1,3,6,2,2,,0,2,,1,2,,3,1,3,52
1312,1,1,1,3,2,1,1,2,1,1,,2,1,2,,1,2,,4,68
1880,1,1,1,1,1,1,1,2,1,1,,1,2,1,,1,2,3,1,26
230,2,2,1,1,2,3,4,1,,1,0,,1,,2,2,2,2,,44
1820,1,1,1,1,1,2,6,2,1,1,1,,1,1,3,1,1,1,,48
1840,2,2,1,3,1,1,2,2,1,0,,1,1,1,,2,2,3,4,61
1600,2,2,3,1,2,3,4,1,2,1,0,,1,,3,1,3,2,,46
557,1,2,2,5,1,2,1,1,2,1,1,,2,2,1,3,2,3,,29
1207,2,,2,3,11,2,1,2,1,,0,1,,1,3,,3,3,3,24
115,2,1,1,5,1,1,4,2,1,1,1,,1,2,2,1,2,3,,50
1507,1,1,2,5,2,2,2,2,2,1,1,,2,1,1,2,2,3,,33
349,1,2,1,3,4,1,3,2,2,0,1,,1,1,1,1,1,1,,47
751,2,,2,2,3,2,2,2,1,,0,2,,1,2,,2,2,3,76
423,1,2,1,5,13,3,4,2,2,1,0,,1,2,1,3,3,1,,23
8,2,2,3,4,2,2,4,1,2,0,,2,1,,,1,2,2,1,24
1213,2,2,1,1,1,1,4,2,1,0,1,,1,1,3,1,3,3,,46
1271,2,,1,1,1,3,2,2,2,,1,2,,1,1,,1,1,1,59
218,2,2,1,1,2,1,2,2,2,0,,2,1,1,,1,2,1,3,27
1250,1,,1,5,4,1,5,2,1,,1,1,,,1,,2,3,3,21
983,1,1,1,1,1,3,7,2,1,1,0,,2,1,2,1,2,2,,32
1468,2,2,1,5,2,2,4,2,,,,2,1,2,,1,2,2,5,37
19,1,2,3,1,2,2,,2,2,1,,1,1,2,,2,2,1,7,55
1101,2,1,1,5,4,1,4,2,1,1,,2,1,2,,2,2,3,1,57
1939,2,1,1,1,1,3,1,1,2,1,,2,1,2,,1,1,1,1,73
807,2,,1,1,1,1,7,2,2,,0,2,,,2,,2,3,5,56
1388,1,2,3,5,4,1,3,1,2,0,1,,1,,3,1,2,,,18
1149,1,1,1,1,3,1,3,2,1,0,1,,1,1,2,1,1,1,,77
9,2,2,2,1,4,1,4,1,,0,1,,1,1,1,2,2,3,,28
1019,2,2,1,3,2,3,2,1,1,1,0,,1,1,,2,2,2,,83
1745,2,2,1,3,1,1,2,2,2,1,,2,1,2,,1,1,1,4,51
535,2,2,1,5,1,1,2,2,1,0,,2,1,2,,1,2,2,2,37
963,2,2,1,5,1,3,7,2,1,1,0,,1,,2,1,2,,,19
1243,1,1,1,1,1,3,7,2,1,1,1,,1,2,3,2,2,2,,30
527,2,2,2,5,1,3,2,1,1,1,,2,1,1,,1,2,2,4,65
248,2,,1,1,1,1,4,1,,,0,2,,,2,,2,1,1,76
1346,1,1,1,4,4,1,5,2,1,1,1,,2,2,1,1,1,1,,55
1577,1,,1,5,4,1,2,2,1,,0,2,,2,,,1,1,7,62
1886,2,2,2,3,1,3,1,1,2,1,,2,1,1,,1,2,3,1,54
1199,2,1,1,1,1,3,1,2,2,0,0,,1,1,2,1,1,1,,65
1616,1,3,1,5,2,1,4,1,2,1,1,,1,2,2,3,1,2,,33
945,2,,1,2,2,3,6,2,2,,0,,,1,2,,2,2,6,88
1765,2,2,1,1,1,1,5,1,1,1,0,,1,2,1,3,2,3,,61
271,2,2,1,3,11,3,6,2,1,1,,2,1,1,,1,2,3,6,49
192,1,2,1,3,4,1,7,2,1,0,,2,1,1,,1,2,3,7,51
369,2,,1,1,1,2,4,2,2,,0,2,,1,2,,1,2,5,61
1439,2,1,1,5,4,1,4,1,,1,,2,2,2,,1,3,,5,33
263,2,2,1,2,2,2,2,2,1,1,1,,1,2,3,1,1,2,,78
982,2,2,1,3,1,2,2,2,1,1,,1,1,2,,1,1,,3,49
1404,1,1,1,3,4,1,4,2,1,0,,1,1,1,,3,3,1,2,28
956,2,2,1,1,1,3,,2,2,0,,2,1,1,,1,2,1,7,42
1945,1,,2,5,4,1,3,2,2,,1,1,,,2,,1,1,4,21
524,1,2,2,5,1,2,7,1,1,1,,1,1,,,1,2,2,1,50
1638,2,,1,3,4,1,3,2,1,,1,1,,2,2,,2,1,1,58
881,1,,1,2,2,3,2,2,2,,0,2,,1,2,,2,2,1,71
1411,2,2,1,5,1,2,4,1,1,0,,2,2,2,,1,2,1,4,24
1391,1,,1,1,4,1,6,2,1,,1,1,,1,2,,1,1,7,33
1973,2,,3,5,2,2,4,2,1,,0,2,,2,2,,2,2,3,37
763,1,,1,3,4,1,5,2,1,,1,1,,2,1,,3,3,1,48
998,2,1,1,1,1,2,6,2,1,1,,1,2,1,,1,2,2,5,61
609,2,,1,2,2,3,4,2,2,,,1,,1,3,,1,1,4,80
1516,1,,2,1,1,1,3,1,2,,0,2,,,1,,2,2,1,39
1884,2,1,1,2,1,3,6,1,,1,,,1,2,,1,1,,,74
1161,2,1,2,5,1,2,1,2,2,1,1,,1,1,1,3,2,1,,40
1614,1,2,1,1,1,3,7,2,2,1,0,,1,1,2,1,2,2,,76
1206,2,2,1,1,1,2,1,2,2,1,1,,1,1,1,1,3,3,,44
1784,2,2,1,3,4,1,4,2,1,0,,1,2,2,,1,2,,3,25
1618,1,2,3,5,4,1,4,2,2,1,1,,2,2,1,2,2,2,,26
1889,2,2,1,3,1,3,4,2,1,1,,1,2,1,,1,1,2,1,31
1550,1,2,1,3,2,3,2,2,1,1,1,,2,1,1,1,2,1,,45
588,1,2,2,1,1,2,1,2,2,1,,1,2,1,,1,1,2,1,49
318,2,,1,1,1,3,4,1,2,,0,2,,2,2,,2,2,1,52
1891,1,1,1,1,1,3,6,2,1,1,,2,2,1,,1,3,2,2,45
11,1,2,1,3,2,3,1,1,1,,,,1,1,,1,1,,,55
849,2,2,1,5,2,1,4,2,1,0,1,,1,1,1,1,3,1,,47
526,2,,2,5,1,3,3,2,2,,1,2,,1,1,,3,1,1,47
58,2,2,2,3,1,1,1,2,1,0,1,,2,1,3,1,1,2,,75
1535,1,,2,4,,1,4,2,2,,,1,,2,1,,1,2,1,49
456,2,1,1,1,4,1,5,2,1,1,1,,1,1,1,1,2,2,,59
362,1,2,1,5,2,1,4,2,1,0,1,,1,1,3,1,2,2,,52
258,2,2,1,1,2,2,2,2,1,0,,2,1,1,,1,2,3,1,35
957,2,,1,1,4,1,5,2,1,,1,1,,1,2,,1,1,1,31
1373,2,2,2,5,4,1,4,2,1,1,1,,1,1,2,1,1,2,,25
95,2,,2,3,2,1,1,1,1,,0,2,,2,1,,2,2,4,52
299,2,2,1,5,2,2,6,2,1,1,,2,1,,,1,2,2,3,21
1628,1,1,3,3,2,3,2,1,1,1,1,,2,2,2,1,1,2,,80
363,2,2,1,5,2,1,4,2,2,0,,1,1,1,,2,3,,1,46
1134,1,1,3,4,2,1,,1,1,1,,2,1,2,,1,3,2,3,43
1792,1,,1,2,1,1,1,1,2,,0,2,,2,2,,2,3,2,75
607,2,,1,1,1,1,7,2,1,,0,2,,1,2,,2,3,7,51
935,1,1,3,1,1,2,2,2,1,1,1,,1,2,3,1,1,,,39
1753,2,2,1,1,1,3,4,1,,1,,,2,,,1,3,3,1,49
273,1,2,1,3,5,1,,1,1,0,,1,2,2,,1,2,2,1,47
1009,1,,1,5,1,3,3,2,1,,1,2,,2,2,,2,,3,50
1246,1,2,1,3,1,1,,2,,1,,1,1,2,,1,1,3,1,37
1591,2,2,1,3,1,1,2,2,1,0,,1,1,2,,1,1,3,1,54
1115,2,,1,1,11,3,2,2,1,,1,2,,1,1,,2,2,4,40
1324,1,,1,2,1,3,7,2,2,,0,2,,1,2,,1,1,4,82
1430,1,,1,2,2,3,,2,2,,0,2,,1,2,,3,2,1,86
1396,2,,1,2,1,1,4,1,,,0,1,,,3,,,2,2,73
642,2,,1,5,4,1,4,1,2,,1,,,2,1,,2,2,1,27
1460,2,2,1,1,4,1,2,2,1,0,0,,1,1,2,1,2,1,,41
1284,1,2,2,5,1,2,1,2,1,0,1,,2,2,,1,1,1,,49
691,1,,1,1,1,2,6,2,1,,0,1,,1,,,2,2,5,29
1720,2,1,1,1,1,3,2,2,1,1,,2,1,1,,1,1,2,5,36
1305,2,,2,3,1,3,1,2,,,0,2,,1,1,,1,1,1,65
1537,2,1,1,1,1,2,4,2,1,1,0,,2,2,2,1,1,2,,33
1218,2,2,1,5,11,1,2,2,1,1,,2,1,1,,1,1,3,3,46
1805,1,1,1,1,1,3,2,1,1,1,,2,1,1,,3,1,2,4,86
80,2,2,3,5,2,2,4,1,1,1,,2,1,2,,1,2,2,3,23
132,2,2,1,1,2,2,4,2,1,0,1,,2,2,1,1,2,1,,24
1694,2,1,1,1,1,3,4,2,1,,,2,1,1,,2,3,1,1,30
1308,1,1,1,3,2,1,7,2,1,1,,1,2,1,,1,1,1,1,60
1174,1,1,1,3,1,1,2,2,1,0,0,,1,2,2,1,1,2,,56
1612,1,1,1,3,4,1,,1,1,0,,1,1,2,,1,3,2,2,54
1722,1,,1,3,4,1,3,2,1,,1,1,,2,1,,1,3,3,59
732,2,,2,5,1,3,2,2,1,,1,2,,1,2,,3,3,4,43
1494,1,2,3,5,2,1,4,1,2,1,,,,2,,1,2,2,1,58
620,1,2,2,5,4,1,2,2,2,0,1,,2,,1,3,3,3,,19
254,1,,3,1,2,2,3,1,2,,0,2,,1,,,1,2,4,39
665,2,2,2,5,1,3,1,1,1,1,0,,1,,3,1,2,2,,50
28,1,2,1,1,2,1,4,1,1,1,1,,1,2,1,3,3,,,50
899,2,2,2,2,1,3,,2,1,1,0,,1,1,1,1,2,2,,74
1182,2,2,1,3,1,1,4,2,,0,1,,1,2,,1,2,,,59
1512,2,,1,1,1,3,6,2,1,,0,2,,1,2,,1,2,3,55
1148,2,,1,5,2,3,6,2,2,,1,2,,1,3,,2,1,3,23
1040,2,,1,4,4,1,2,4,2,,1,,,1,3,,1,2,1,36
1572,2,,3,3,4,1,3,2,1,,1,2,,2,2,,1,2,1,46
1952,2,2,1,1,4,1,3,4,,0,1,,2,1,3,1,2,2,,45
672,2,2,1,1,1,3,4,5,2,0,,1,1,1,,1,2,2,2,54
205,1,,1,1,2,2,2,3,1,,0,2,,1,1,,2,1,4,57
1551,1,,1,5,1,3,7,2,1,,1,2,,1,2,,1,1,5,44
916,2,,1,5,2,2,6,2,2,,0,2,,,2,,1,2,5,21
1128,2,2,1,3,1,3,5,4,1,1,,1,2,1,,1,2,2,7,53
1637,2,2,1,5,1,1,2,2,1,0,,1,1,1,,1,1,1,5,62
924,2,2,1,2,1,1,1,2,1,0,0,,1,1,3,2,1,1,,84
466,1,1,1,1,4,1,6,4,1,0,,1,1,1,,2,1,1,7,46
322,2,2,2,5,1,2,1,3,1,1,,2,1,2,,3,1,2,5,50
387,2,2,1,3,4,1,1,2,1,0,1,,2,2,1,2,1,1,,54
1828,1,1,1,1,5,2,1,5,1,0,,1,1,1,,1,2,2,1,60
4,2,,1,1,1,1,6,2,1,,1,1,,1,3,,1,3,7,49
1216,2,2,1,5,4,1,,4,1,0,,1,2,2,,3,2,1,1,35
24,2,,3,1,4,1,4,3,1,,0,2,,2,1,,3,3,4,45
1282,1,2,3,5,7,2,5,5,1,1,0,,1,,2,1,2,1,,37
157,2,2,3,5,4,1,2,2,2,0,,1,1,2,,3,3,1,3,35
530,2,,2,1,1,3,2,5,2,,1,,,1,2,,1,2,3,47
664,1,2,2,3,1,3,1,2,2,1,,2,1,1,,1,2,2,7,52
789,1,1,1,1,2,2,5,3,1,1,,2,2,1,,1,2,2,7,62
1249,2,2,1,1,5,3,7,3,1,0,,1,1,1,,1,2,2,3,31
920,2,1,1,3,1,1,2,3,1,0,0,,1,2,2,1,1,1,,34
10,2,2,1,5,4,1,1,4,2,0,,1,1,1,,2,1,2,1,28
93,2,,3,1,4,1,4,5,2,,1,1,,2,,,3,2,1,33
1838,2,2,1,5,11,2,3,2,1,0,1,,2,1,3,2,2,1,,32
1954,2,1,1,5,2,2,6,3,2,0,,1,1,2,,1,2,2,5,28
795,1,2,1,5,11,1,5,3,1,0,1,,1,2,1,1,1,2,,29
1587,2,,1,5,1,1,3,5,2,,0,1,,1,3,,1,2,3,61
753,1,,1,3,1,2,6,4,1,,1,1,,1,2,,1,1,5,64
1807,2,2,3,5,2,2,2,3,1,1,,2,1,1,,1,1,2,4,36
1356,1,2,1,1,2,3,7,5,1,1,,,1,1,3,1,2,2,,47
1401,2,,1,3,4,1,1,5,1,,1,1,,1,1,,1,1,1,68
1172,2,,2,1,1,2,1,4,2,,1,2,,1,1,,2,3,1,52
946,2,2,1,2,2,3,1,4,1,1,,2,1,1,,1,2,2,4,86
1588,1,2,1,5,1,3,2,3,1,1,,1,1,1,,1,1,2,4,61
1237,2,,1,1,1,3,5,2,2,,0,2,,1,2,,2,2,4,63
379,2,,3,1,4,1,4,5,2,,1,2,,2,3,,3,3,5,27
1731,2,1,1,1,1,3,7,5,1,1,0,,1,1,2,2,1,2,,54
1008,1,2,1,5,4,1,4,2,2,0,1,,1,2,2,1,3,3,,23
260,2,1,1,1,1,3,6,4,2,0,,1,2,1,,3,2,2,5,69
1721,1,2,2,1,11,3,5,5,1,1,0,,1,1,2,1,2,2,,55
57,2,2,2,1,1,2,1,2,1,1,,1,1,2,,1,3,2,1,41
536,2,1,1,4,1,2,7,3,1,1,,2,2,1,,1,2,1,5,40
760,1,2,3,5,7,2,2,3,1,1,0,,2,2,1,1,2,2,,24
1937,1,,1,3,4,1,1,5,2,,1,2,,1,1,,1,2,4,65
1712,1,,1,1,1,3,3,5,1,,0,1,,1,3,,1,1,3,56
214,2,1,3,1,2,3,1,3,1,0,,2,1,1,,1,2,2,4,65
494,2,,1,2,2,2,6,4,1,,1,2,,1,2,,1,1,5,61
1341,2,2,1,1,1,1,,2,2,0,,1,1,2,,1,3,,7,29
1367,1,,1,1,1,3,7,5,1,,0,2,,1,2,,2,1,7,77
1454,1,,1,1,1,3,5,4,2,,0,2,,1,2,,2,3,5,44
1394,2,,1,1,4,1,1,5,1,,1,1,,1,3,,1,1,2,42
73,1,2,1,1,9,3,3,4,1,1,,2,1,2,,2,1,2,4,47
699,2,,1,1,11,1,1,4,2,,1,1,,1,1,,1,1,3,30
61,2,2,2,2,11,2,1,5,1,,1,,1,1,3,2,1,1,,67
109,2,,2,3,1,1,2,5,2,,1,1,,1,3,,1,2,1,55
1,1,2,1,5,2,1,3,4,,0,1,,2,2,2,2,3,2,,22
973,1,2,1,1,1,3,3,5,1,1,0,,1,1,2,1,3,1,,40
436,2,1,1,1,2,2,7,4,1,0,1,,2,1,1,1,2,2,,51
628,2,2,3,1,4,2,3,4,1,1,0,,2,2,1,1,2,2,,28
249,1,1,1,5,1,3,4,3,1,1,,1,2,1,,1,1,1,6,32
1437,1,,1,1,2,2,6,2,1,,0,,,1,2,,2,1,7,47
1204,1,2,2,1,1,2,1,2,2,1,1,,1,1,2,1,1,1,,54
325,1,1,1,1,1,2,6,2,1,1,,1,1,2,,1,2,2,3,26
1667,2,2,2,3,1,3,5,2,2,1,1,,1,2,1,1,3,2,,51
1377,2,,1,1,2,2,2,2,1,,1,2,,1,2,,2,2,2,53
980,1,3,1,1,1,3,6,4,1,1,,2,1,1,,1,2,2,5,64
901,1,2,1,1,1,3,6,4,1,1,0,,1,1,3,1,2,3,,41
1581,2,,1,1,1,3,6,4,1,,,2,,1,3,,2,,4,55
719,2,2,1,5,2,2,6,2,1,1,0,,1,1,2,1,2,2,,49
601,2,2,1,1,1,1,1,4,1,0,,1,1,1,,2,2,2,3,56
1598,2,2,1,4,2,3,3,5,2,0,1,,1,2,1,1,1,1,,34
146,2,,2,5,2,3,1,2,,,,1,,1,1,,2,1,1,64
295,1,,1,1,4,2,3,5,2,,0,,,1,,,1,1,2,38
453,1,2,1,5,4,1,3,4,2,0,1,,1,1,1,1,1,2,,54
402,1,2,3,5,1,3,7,5,2,1,,2,1,,,1,2,1,3,37
1211,1,,1,1,1,2,7,4,1,,1,2,,1,2,,2,2,6,53
1663,2,1,1,1,11,3,5,3,1,,,,2,1,,1,2,,,45
1859,2,1,1,1,4,,4,5,1,0,1,,1,1,2,1,2,2,,60
1709,2,,1,2,1,2,7,5,2,,0,2,,1,1,,1,2,4,88
54,1,,3,5,4,1,3,3,1,,1,1,,1,2,,1,1,2,38
738,2,,1,2,4,1,4,2,1,,1,1,,2,3,,1,,1,45
72,2,2,1,2,1,3,6,5,,1,0,,1,1,,1,2,2,,81
1483,1,2,1,5,1,3,7,5,1,1,,2,2,1,,1,2,2,6,29
1906,2,,2,5,1,2,1,2,2,,0,2,,1,1,,,,1,62
1699,2,,2,3,11,3,4,2,2,,0,2,,2,2,,1,3,1,39
1705,1,2,1,1,1,3,,5,1,1,,2,2,1,,1,1,1,6,32
529,1,2,2,5,1,2,,2,2,1,,1,1,,,2,2,1,2,20
638,1,,1,1,1,3,6,2,1,,0,1,,1,2,,2,3,6,51
1294,2,1,1,5,1,2,3,2,1,1,,1,2,2,,1,,,3,24
771,1,1,1,5,1,1,5,2,1,1,1,,2,1,2,1,1,,,41
766,2,1,1,1,1,2,6,2,1,,,,1,2,,1,,1,7,76
591,1,2,2,5,1,2,2,5,2,1,,1,1,2,,3,2,2,1,30
27,1,2,1,5,1,2,6,2,1,1,1,,1,1,3,1,1,1,,22
1842,1,1,1,1,1,3,7,4,1,1,0,,2,1,3,2,2,1,,32
510,1,2,2,2,1,2,3,2,1,1,,2,1,1,,1,1,2,7,80
871,2,,1,1,11,2,1,4,1,,1,1,,1,1,,2,1,1,34
1298,2,1,1,3,1,2,3,5,1,0,1,,1,1,3,2,1,2,,61
1488,1,,1,3,1,1,6,4,1,,0,2,,1,3,,2,1,7,47
69,1,,1,5,4,1,3,4,2,,1,1,,1,1,,1,,1,46
1303,1,2,2,1,1,2,3,4,2,1,,2,2,1,,1,1,2,1,52
704,1,,1,5,4,1,3,2,2,,1,1,,1,1,,1,1,3,25
467,1,1,1,1,4,1,3,4,1,0,1,,1,2,2,1,1,2,,41
1472,2,2,3,1,2,3,4,2,1,1,1,,1,2,2,1,3,2,,55
1897,1,2,1,5,1,3,5,3,2,0,0,,1,2,2,1,2,1,,28
1427,2,1,1,3,4,1,1,2,1,1,,1,1,1,,1,3,3,1,46
1553,2,1,1,1,1,3,7,4,1,1,0,,2,1,2,2,2,2,,65
1926,2,,2,5,1,3,2,3,2,,0,2,,1,3,,1,,4,34
1015,1,1,1,5,1,1,4,4,,0,,2,1,2,,2,1,2,3,29
1335,1,1,1,2,2,3,5,2,1,1,,1,2,1,,2,1,1,6,69
1319,1,,1,3,4,1,1,4,1,,1,1,,1,1,,1,1,3,52
281,2,,1,1,1,1,2,5,1,,1,1,,1,2,,2,1,4,62
1293,1,,1,3,1,2,3,2,1,,1,1,,2,3,,1,2,4,52
657,2,2,2,5,4,1,1,2,2,0,,1,1,1,,2,1,3,7,59
98,2,2,3,5,8,2,2,2,2,0,1,,1,,2,1,2,2,,19
658,2,2,3,5,4,1,4,2,1,0,1,,1,2,,1,3,2,,27
962,2,2,1,1,1,1,7,3,1,0,,2,,1,,1,2,2,5,65
902,1,1,1,1,1,3,5,2,2,1,0,,1,1,,3,1,2,,71
31,1,2,1,5,2,,4,4,1,1,,2,1,1,,1,1,2,7,78
278,1,,1,5,1,3,5,4,,,0,2,,2,2,,2,2,6,30
1852,2,,1,1,2,1,2,3,1,,0,1,,1,2,,1,2,5,57
1118,2,2,1,2,4,1,1,2,,0,,,1,1,,2,2,1,,72
237,1,2,2,5,11,1,4,4,2,1,0,,2,2,3,2,2,2,,53
1011,1,,1,5,1,3,4,4,1,,0,,,2,3,,2,3,4,25
1636,2,2,1,3,1,2,7,4,1,,1,,1,1,2,2,2,2,,67
989,2,2,1,1,4,1,6,2,1,,,1,1,1,,1,1,3,3,39
1528,2,2,1,5,1,2,3,2,1,0,0,,1,1,2,1,1,1,,53
1381,2,1,1,5,2,1,4,2,1,1,,2,1,1,,1,1,2,6,59
790,1,1,1,1,1,3,6,4,1,1,0,,2,1,2,1,1,1,,51
794,2,2,3,1,6,1,3,4,,,,,1,2,,2,2,2,1,36
371,2,2,1,3,2,1,3,2,,0,1,,1,2,3,1,2,2,,60
170,1,2,1,1,1,1,2,5,2,0,,1,1,2,,3,1,2,2,40
1042,1,,1,1,1,3,3,4,1,,0,1,,1,3,,1,2,1,58
1113,1,1,1,1,1,3,7,4,1,1,,2,1,1,,1,1,2,7,30
1000,1,2,1,4,2,1,4,3,1,0,,1,1,1,,1,2,2,4,56
677,2,2,1,5,4,1,3,2,2,0,,2,1,2,,1,,,4,23
168,2,2,3,5,2,3,4,4,,0,,1,1,1,,1,2,2,4,28
178,1,2,1,3,1,3,,5,2,0,,1,1,2,,3,2,1,2,67
1480,1,1,1,1,2,2,5,5,2,0,1,,1,1,,1,2,,,37
165,1,,1,1,3,1,6,2,1,,1,1,,1,3,,3,2,1,62
774,2,2,1,3,1,3,7,2,1,1,,1,1,1,,1,1,1,7,66
1768,2,1,1,1,1,2,7,2,2,1,0,,2,1,1,1,2,1,,70
424,2,2,1,5,4,1,3,4,1,0,,1,1,1,,1,2,1,3,48
997,2,1,1,1,1,1,7,2,1,1,0,,2,1,2,1,2,3,,32
1503,1,1,3,1,1,2,4,5,1,1,0,,2,1,2,1,2,1,,39
139,2,,3,1,4,2,4,4,1,,1,2,,2,,,2,1,5,49
612,2,1,1,2,1,1,7,2,1,1,1,,1,1,2,1,1,3,,64
981,1,,1,1,11,1,4,2,1,,1,1,,1,2,,1,2,7,29
108,2,2,1,3,1,3,6,2,1,1,0,,2,1,2,2,1,3,,55
1193,1,,1,5,2,2,6,4,1,,0,1,,1,1,,3,2,6,24
659,1,,1,3,2,1,1,5,2,,1,1,,1,1,,1,2,2,54
1290,1,2,2,5,9,1,2,2,1,1,0,,1,1,1,1,1,2,,41
1727,2,1,1,1,1,3,7,4,1,1,,2,1,1,,1,2,2,7,48
143,1,,1,3,1,2,5,4,1,,1,2,,1,2,,1,1,4,73
1314,2,1,1,5,4,1,1,5,2,0,0,,1,1,3,2,1,2,,37
377,2,2,1,1,2,1,1,2,1,0,1,,1,1,1,1,,,,63
1649,1,2,1,5,4,1,,3,1,0,1,,1,1,3,1,2,1,,27
1605,1,2,1,3,2,2,6,2,2,1,,2,1,1,,2,1,2,7,82
1037,1,,1,4,4,1,2,4,2,,1,1,,1,1,,1,1,2,40
673,2,2,1,3,4,1,1,4,2,0,1,,1,1,3,2,2,2,,39
748,1,,1,5,2,3,2,2,1,,0,2,,1,1,,3,3,7,22
280,2,2,1,1,4,1,2,4,2,0,,2,1,,,2,2,1,4,41
1145,2,2,2,5,1,3,6,2,1,1,0,,1,1,3,1,2,2,,38
1141,2,2,2,1,1,2,4,3,2,1,0,,1,1,2,1,2,2,,39
893,2,,1,1,2,3,7,4,2,,0,2,,1,3,,3,2,7,42
573,1,,1,3,3,2,3,5,1,,1,1,,1,1,,1,1,4,84
274,1,,1,1,4,1,1,3,2,,0,1,,1,3,,2,1,2,59
965,2,1,1,1,2,2,7,4,1,0,0,,1,1,2,1,2,1,,31
706,1,1,1,1,2,2,7,4,1,0,,1,2,1,,1,1,2,7,52
1850,2,,1,1,2,3,7,4,1,,0,1,,1,,,2,1,7,39
1912,2,,1,4,1,3,3,2,1,,1,1,,2,1,,2,,1,24
418,2,,1,1,1,3,4,2,1,,0,2,,2,2,,1,2,4,54
451,1,,1,1,3,1,2,5,2,,1,1,,1,3,,2,2,2,41
1708,2,2,1,3,1,2,7,2,,1,0,,1,1,2,1,1,,,71
90,1,,3,1,1,3,4,2,2,,0,2,,2,1,,1,2,1,32
614,1,,1,3,2,3,3,3,,,1,1,,1,1,,1,3,4,63
636,2,1,1,1,1,3,6,3,2,1,,2,1,2,,1,2,2,6,32
1028,1,,1,5,2,2,5,4,2,,1,,,1,3,,1,1,3,22
459,1,2,3,5,2,1,2,3,1,1,,,1,2,,2,,1,5,39
330,1,,1,5,2,1,,4,1,,1,1,,1,1,,1,1,6,27
350,1,2,3,5,4,1,3,5,2,0,,1,2,,,1,1,1,3,26
907,2,2,1,5,4,1,2,5,2,0,,1,1,1,,1,2,2,6,50
1185,2,1,1,1,1,3,5,4,1,1,,2,2,1,,1,2,2,7,63
1272,2,,2,5,1,3,2,5,2,,0,2,,1,2,,1,2,1,37
477,2,2,1,5,1,1,4,2,1,0,1,,1,1,2,2,1,2,,44
1793,2,2,1,3,11,1,5,4,1,0,,,1,1,,1,2,2,4,31
1099,1,1,1,3,2,1,7,5,1,1,,,2,1,3,1,2,2,,78
346,1,2,1,1,2,2,3,3,1,1,,,1,1,,2,1,,1,61
1399,2,,1,1,3,1,2,5,2,,1,1,,1,3,,1,1,1,45
1076,1,2,1,5,1,2,1,5,2,0,,1,1,1,,2,1,1,3,30
